Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
JX858003	HEV_PulSWG	-	2012	-	-	-	India	-	false	sewage
JX858004	HEV_PulTap	-	2012	-	-	-	India	-	false	tap water
JX858005	Ful 13	Homo sapiens	2011	-	-	-	India	-	false	-
JX858006	Ful 14	Homo sapiens	2010	-	-	-	India	-	false	-
JX880196	He_Uy8	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880197	He_Uy3	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880198	He_Uy4	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880199	He_Uy7	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880200	He_Uy10	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880201	He_Uy11	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880202	He_Uy14	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880203	He_Uy15	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880204	He_Uy3	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880205	He_Uy4	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880206	He_Uy10	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880207	He_Uy11	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880208	He_Uy15	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880209	He_Uy7	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880210	He_Uy8	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880211	He_Uy3	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880212	He_Uy4	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880213	He_Uy7	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880214	He_Uy8	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880215	He_Uy10	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880216	He_Uy11	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880217	He_Uy13	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880218	He_Uy14	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880219	He_Uy15	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX880220	He_Uy12	Homo sapiens	-	-	-	23339897	Uruguay	-	false	-
JX893377	swCNAH223-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893378	swCNAH225-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893379	swCNAH227-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893380	swCNAH231-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893381	swCNAH235-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893382	swCNAH256-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893383	swCNAH282-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893384	swCNAH287-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893385	swCNAH291-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893386	swCNAH343-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893387	swCNAH373-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893388	swCNAH381-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893389	swCNAH431-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893390	swCNAH440-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893391	swCNAH468-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893392	swCNAH473-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893393	swCNAH485-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893394	swCNAH492-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893395	swCNAH494-08	Sus scrofa	2008	-	-	-	China	-	false	bile
JX893396	swCNAH567-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893397	swCNAH579-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893398	swCNAH622-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893399	swCNAH662-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893400	swCNAH668-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893401	swCNAH681-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893402	swCNAH687-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893403	swCNAH693-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893404	swCNAH700-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893405	swCNAH727-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893406	swCNAH902-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893407	swCNAH1227-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893408	swCNAH1286-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893409	swCNAH1287-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893410	swCNAH1305-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893411	swCNAH1308-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893412	swCNAH1376-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893413	swCNGX113-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893414	swCNGX2m9-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893415	swCNGX2m19-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893416	swCNGX3m5-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893417	swCNGX3m6-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893418	swCNGX3m32-09	Sus scrofa	2009	-	-	-	China	-	false	bile
JX893419	swCNGX448-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893420	swCNGX503-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893421	swCNGX576-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893422	swCNGX605-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893423	swCNGX634-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893424	swCNGX661-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893425	swCNGX681-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893426	swCNGX685-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893427	swCNGX690-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893428	swCNGX785-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893429	swCNGX857-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893430	swCNGX876-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893431	swCNGX877-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893432	swCNGX881-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893433	swCNGX882-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893434	swCNGX890-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893435	swCNGX897-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893436	swCNGX1016-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893437	swCNGX1053-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893438	swCNGX1074-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893439	swCNGX1097-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893440	swCNAH1817-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893441	swCNAH1846-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893442	swCNAH2084-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893443	swCNAH2222-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893444	swCNAH2241-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893445	swCNAH2250-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893446	swCNAH2269-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893447	swCNAH2419-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893448	swCNAH2430-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893449	swCNAH2434-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893450	swCNAH2462-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893451	swCNAH2486-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893452	swCNAH2488-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893453	swCNAH2498-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893454	swCNAH2500-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893455	swCNAH2502-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893456	swCNAH2517-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893457	swCNAH2518-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893458	swCNAH2540-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893459	swCNAH2565-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893460	swCNAH2581-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893461	swCNAH2582-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893462	swCNAH2586-10	Sus scrofa	2010	-	-	-	China	-	false	bile
JX893463	swCNAHs32-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893464	swCNAHs48-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893465	swCNAHs52-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893466	swCNAHs72-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893467	swCNAHs82-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893468	swCNAHs85-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893469	swCNAHs89-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893470	swCNAHs93-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893471	swCNAHs94-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893472	swCNAHs98-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893473	swCNAH2901-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893474	swCNAH2902-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893475	swCNAH2903-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893476	swCNAH2906-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893477	swCNAH2916-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893478	swCNAH2932-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893479	swCNAH2935-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893480	swCNAH2938-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893481	swCNAH2955-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893482	swCNAH3025-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893483	swCNAH3066-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893484	swCNAH3202-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893485	swCNAHs910-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893486	swCNAHs981-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX893487	swCNAHs985-11	Sus scrofa	2011	-	-	-	China	-	false	bile
JX898212	ITA2011/1	-	2011	-	-	-	Italy	-	false	sewage sample
JX898213	ITA2011/2	-	2011	-	-	-	Italy	-	false	sewage sample
JX898214	ITA2011/3	-	2011	-	-	-	Italy	-	false	sewage sample
JX898215	ITA2011/4	-	2011	-	-	-	Italy	-	false	surface water sample
JX898216	ITA2011/5	-	2011	-	-	-	Italy	-	false	surface water sample
JX898217	ITA2011/6	-	2011	-	-	-	Italy	-	false	surface water sample
JX898218	ITA2011/7	-	2011	-	-	-	Italy	-	false	human stool sample
JX898219	ITA2011/8	-	2011	-	-	-	Italy	-	false	human stool sample
JX912474	HEV_Bel_3_2012	Homo sapiens	2012	-	-	-	Russia	-	false	-
JX912475	HEV_Bel_2_2012	Homo sapiens	2012	-	-	-	Russia	-	false	-
JX912476	HEV_Bel_1_2012	Homo sapiens	2012	-	-	-	Russia	-	false	-
JX912477	Pat_F_2012	Homo sapiens	2012	-	-	-	Russia	-	false	-
JX997438	NJ12	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997439	NJ5	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997440	NJ8	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997441	NJ14	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997442	NJ15	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997443	NJ9	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997444	JS05019	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997445	NJ16	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997446	NJ19	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997447	NJ18	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997448	NJ4	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997449	NJ6	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997450	JS05009	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997451	JS05035	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997452	JS05039	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997453	JS05040	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997454	JS05047	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997455	JS05049	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997456	JS05052	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997457	JS05053	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997458	JS05054	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997459	JS05073	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997460	JS05076	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997461	JS05089	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997462	JS05057	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997463	JS05070	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997464	JS05037	Homo sapiens	-	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997465	JS06030	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997466	JS06040	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997467	JS06054	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997468	JS06005	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997469	JS06011	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997470	JS06036	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997471	JS06018	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997472	JS06034	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997473	JS06044	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997474	JS06047	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997475	JS06039	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997476	JS06015	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997477	JS06017	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997478	JS06049	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997479	JS06055	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997480	JS06056	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997481	JS06072	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997482	JS06078	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997483	JS06082	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997484	JS06090	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997485	JS06093	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997486	JS06099	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997487	JS06122	Homo sapiens	2006	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997488	JS07003	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997489	JS07008	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997490	JS07024	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997491	JS07026	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997492	JS07028	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997493	JS07029	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997494	JS07035	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997495	JS07036	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997496	JS07040	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997497	JS07041	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997498	JS07050	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997499	JS07057	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997500	JS07064	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997501	JS07094	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997502	JS07096	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997503	JS07112	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997504	JS07115	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997505	JS07121	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997506	JS07123	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997507	JS07129	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997508	JS07137	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997509	JS07139	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997510	JS07145	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997511	JS07155	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997512	JS07170	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997513	JS07174	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997514	JS07175	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997515	JS07176	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997516	JS07189	Homo sapiens	2007	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997517	JS08001	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997518	JS08003	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997519	JS08008	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997520	JS08010	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997521	JS08017	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997522	JS08020	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997523	JS08048	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997524	JS08053	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997525	JS08060	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997526	JS08072	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997527	JS08075	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997528	JS08079	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997529	JS08080	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997530	JS08081	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997531	JS08083	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997532	JS08089	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997533	JS08093	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997534	JS08104	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997535	JS08105	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997536	JS08107	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997537	JS08110	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997538	JS08124	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997539	JS08128	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997540	JS08135	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997541	JS08138	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997542	JS08139	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997543	JS08141	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997544	JS08150	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997545	JS08168	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997546	JS08169	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997547	JS08172	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997548	JS08173	Homo sapiens	2008	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997549	JS09010	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997550	JS09011	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997551	JS09012	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997552	JS09014	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997553	JS09018	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997554	JS09022	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997555	JS09025	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997556	JS09026	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997557	JS09034	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997558	JS09036	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997559	JS09037	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997560	JS09042	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997561	JS09043	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997562	JS09053	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997563	JS09058	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997564	JS09059	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997565	JS09066	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997566	JS09076	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997567	JS09078	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997568	JS09079	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997569	JS09094	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997570	JS09099	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997571	JS09104	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997572	JS09105	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997573	JS09114	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997574	JS09132	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997575	JS09138	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997576	JS09140	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997577	JS09185	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997578	JS09188	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997579	JS09191	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997580	JS09219	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997581	JS09222	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997582	JS09305	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997583	JS09308	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997584	JS09321	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997585	JS09330	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997586	JS09393	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997587	JS09399	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997588	JS09424	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997589	JS09444	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997590	JS09466	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997591	JS09492	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997592	JS09609	Homo sapiens	2009	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997593	JS10014	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997594	JS10015	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
JX997595	JS10078	Homo sapiens	2010	-	-	23965731	China	Jiangsu, Nanjing	false	serum
